"","group","Pig","Sample.type","Day","Treatment","All","Order","value","value2"
"1695","X9P322R4D0",322,"Fecal or Fecal swab","0","INF_NoTRMT","0_INF_NoTRMT","Mollicutes_RF39",0.00925212027756361,0.132173146822337
"1696","X9P322R4D7",322,"Fecal","7","INF_NoTRMT","7_INF_NoTRMT","Mollicutes_RF39",0.00539291217257319,0.0539291217257319
"1697","X9P322R4Dm3",322,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Mollicutes_RF39",0.000773993808049536,0.0048374613003096
"1698","X9P323R4D7",323,"Fecal","7","INF_NoTRMT","7_INF_NoTRMT","Mollicutes_RF39",0.0247486465583913,0.247486465583913
"1699","X9P323R4Dm3",323,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Mollicutes_RF39",0.00154559505409583,0.00965996908809892
"1700","X9P324R4D0",324,"Fecal or Fecal swab","0","INF_NoTRMT","0_INF_NoTRMT","Mollicutes_RF39",0.0442203258339798,0.631718940485426
"1701","X9P324R4D7",324,"Fecal","7","INF_NoTRMT","7_INF_NoTRMT","Mollicutes_RF39",0.139318885448916,1.39318885448916
"1702","X9P324R4Dm3",324,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Mollicutes_RF39",0.00154798761609907,0.0096749226006192
"1703","X9P325R4D7",325,"Fecal","7","INF_NoTRMT","7_INF_NoTRMT","Mollicutes_RF39",0.0264591439688716,0.264591439688716
"1704","X9P325R4Dm3",325,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Mollicutes_RF39",0.00467653936087295,0.029228371005456
"1705","X9P246R1Dm3",246,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Desulfovibrionales",0.000771604938271605,0.00428669410150892
"1706","X9P247R1Dm3",247,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Desulfovibrionales",0.0263565891472868,0.146425495262705
"1707","X9P248R1Dm3",248,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Desulfovibrionales",0.00307929176289453,0.0171071764605252
"1708","X9P249R1Dm3",249,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Desulfovibrionales",0.0161912104857363,0.0899511693652017
"1709","X9P250R1D0",250,"Fecal or Fecal swab","0","NONINF_NoTRMT","0_NONINF_NoTRMT","Desulfovibrionales",0,0
"1710","X9P250R1Dm3",250,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Desulfovibrionales",0.00773395204949729,0.042966400274985
"1711","X9P251R1D7",251,"Fecal","7","NONINF_NoTRMT","7_NONINF_NoTRMT","Desulfovibrionales",0.00618716163959783,0.0773395204949729
"1712","X9P251R1Dm3",251,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Desulfovibrionales",0.00308880308880309,0.0171600171600172
"1713","X9P252R1Dm3",252,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Desulfovibrionales",0.00619674670797831,0.0344263705998795
"1714","X9P253R1D7",253,"Fecal","7","NONINF_NoTRMT","7_NONINF_NoTRMT","Desulfovibrionales",0,0
"1715","X9P253R1Dm3",253,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Desulfovibrionales",0.00387296669248644,0.0215164816249247
"1716","X9P254R1Dm3",254,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Desulfovibrionales",0.0031055900621118,0.0172532781228433
"1717","X9P255R1D0",255,"Fecal or Fecal swab","0","NONINF_NoTRMT","0_NONINF_NoTRMT","Desulfovibrionales",0,0
"1718","X9P255R1D7",255,"Fecal","7","NONINF_NoTRMT","7_NONINF_NoTRMT","Desulfovibrionales",0.0015420200462606,0.0192752505782575
"1719","X9P255R1Dm3",255,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Desulfovibrionales",0.00231481481481481,0.0128600823045267
"1720","X9P257R1D0",257,"Fecal or Fecal swab","0","NONINF_NoTRMT","0_NONINF_NoTRMT","Desulfovibrionales",0.00155159038013964,0.0172398931126627
"1721","X9P257R1Dm3",257,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Desulfovibrionales",0.000772797527047913,0.00429331959471063
"1722","X9P258R1D0",258,"Fecal or Fecal swab","0","NONINF_NoTRMT","0_NONINF_NoTRMT","Desulfovibrionales",0,0
"1723","X9P258R1Dm3",258,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Desulfovibrionales",0.00462962962962963,0.0257201646090535
"1724","X9P259R1D0",259,"Fecal or Fecal swab","0","NONINF_NoTRMT","0_NONINF_NoTRMT","Desulfovibrionales",0,0
"1725","X9P259R1Dm3",259,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Desulfovibrionales",0.0092378752886836,0.0513215293815756
"1726","X9P261R1D0",261,"Fecal or Fecal swab","0","NONINF_NoTRMT","0_NONINF_NoTRMT","Desulfovibrionales",0,0
"1727","X9P261R1D7",261,"Fecal","7","NONINF_NoTRMT","7_NONINF_NoTRMT","Desulfovibrionales",0.00231839258114374,0.0289799072642968
"1728","X9P261R1Dm3",261,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Desulfovibrionales",0.0046189376443418,0.0256607646907878
"1729","X9P262R1D7",262,"Fecal","7","NONINF_NoTRMT","7_NONINF_NoTRMT","Desulfovibrionales",0.0046260601387818,0.0578257517347725
"1730","X9P262R1Dm3",262,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Desulfovibrionales",0.00231839258114374,0.0128799587841319
"1731","X9P263R1D0",263,"Fecal or Fecal swab","0","NONINF_NoTRMT","0_NONINF_NoTRMT","Desulfovibrionales",0.000772797527047913,0.00858663918942126
"1732","X9P263R1D7",263,"Fecal","7","NONINF_NoTRMT","7_NONINF_NoTRMT","Desulfovibrionales",0.000769230769230769,0.00961538461538462
"1733","X9P263R1Dm3",263,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Desulfovibrionales",0.0030840400925212,0.0171335560695622
"1734","X9P264R1D0",264,"Fecal or Fecal swab","0","NONINF_NoTRMT","0_NONINF_NoTRMT","Desulfovibrionales",0,0
"1735","X9P264R1D7",264,"Fecal","7","NONINF_NoTRMT","7_NONINF_NoTRMT","Desulfovibrionales",0.00385802469135802,0.0482253086419753
"1736","X9P264R1Dm3",264,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Desulfovibrionales",0.00384911470361817,0.0213839705756565
"1737","X9P265R1D0",265,"Fecal or Fecal swab","0","NONINF_NoTRMT","0_NONINF_NoTRMT","Desulfovibrionales",0,0
"1738","X9P265R1D7",265,"Fecal","7","NONINF_NoTRMT","7_NONINF_NoTRMT","Desulfovibrionales",0.00231124807395994,0.0288906009244992
"1739","X9P265R1Dm3",265,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Desulfovibrionales",0.00464396284829721,0.0257997936016512
"1740","X9P266R2Dm3",266,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Desulfovibrionales",0.00308166409861325,0.0154083204930663
"1741","X9P267R2D0",267,"Fecal or Fecal swab","0","INF_OralOTC","0_INF_OralOTC","Desulfovibrionales",0,0
"1742","X9P267R2Dm3",267,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Desulfovibrionales",0.00463320463320463,0.0231660231660232
"1743","X9P268R2Dm3",268,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Desulfovibrionales",0.0107941403238242,0.053970701619121
"1744","X9P269R2D0",269,"Fecal or Fecal swab","0","INF_OralOTC","0_INF_OralOTC","Desulfovibrionales",0.000769822940723634,0.0153964588144727
"1745","X9P269R2Dm3",269,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Desulfovibrionales",0.010061919504644,0.0503095975232198
"1746","X9P270R2Dm3",270,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Desulfovibrionales",0,0
"1747","X9P271R2D7",271,"Fecal","7","INF_OralOTC","7_INF_OralOTC","Desulfovibrionales",0.0053970701619121,0.053970701619121
"1748","X9P271R2Dm3",271,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Desulfovibrionales",0.00540123456790123,0.0270061728395062
"1749","X9P272R2D7",272,"Fecal","7","INF_OralOTC","7_INF_OralOTC","Desulfovibrionales",0.00925925925925926,0.0925925925925926
"1750","X9P272R2Dm3",272,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Desulfovibrionales",0.00308166409861325,0.0154083204930663
"1751","X9P273R2D7",273,"Fecal","7","INF_OralOTC","7_INF_OralOTC","Desulfovibrionales",0,0
"1752","X9P273R2Dm3",273,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Desulfovibrionales",0.00310077519379845,0.0155038759689922
"1753","X9P274R2D7",274,"Fecal or Fecal swab","7","INF_OralOTC","7_INF_OralOTC","Desulfovibrionales",0,0
"1754","X9P274R2Dm3",274,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Desulfovibrionales",0.00541376643464811,0.0270688321732405
"1755","X9P275R2D7",275,"Fecal or Fecal swab","7","INF_OralOTC","7_INF_OralOTC","Desulfovibrionales",0,0
"1756","X9P275R2Dm3",275,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Desulfovibrionales",0.00617283950617284,0.0308641975308642
"1757","X9P276R2Dm3",276,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Desulfovibrionales",0.00466200466200466,0.0233100233100233
"1758","X9P277R2Dm3",277,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Desulfovibrionales",0.00309837335398916,0.0154918667699458
"1759","X9P278R2D0",278,"Fecal or Fecal swab","0","INF_OralOTC","0_INF_OralOTC","Desulfovibrionales",0,0
"1760","X9P278R2Dm3",278,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Desulfovibrionales",0.0015420200462606,0.00771010023130301
"1761","X9P279R2Dm3",279,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Desulfovibrionales",0,0
"1762","X9P280R2D0",280,"Fecal or Fecal swab","0","INF_OralOTC","0_INF_OralOTC","Desulfovibrionales",0.0023130300693909,0.046260601387818
"1763","X9P280R2Dm3",280,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Desulfovibrionales",0.00539291217257319,0.026964560862866
"1764","X9P281R2D7",281,"Fecal","7","INF_OralOTC","7_INF_OralOTC","Desulfovibrionales",0,0
"1765","X9P281R2Dm3",281,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Desulfovibrionales",0.00154320987654321,0.00771604938271605
"1766","X9P282R2D7",282,"Fecal","7","INF_OralOTC","7_INF_OralOTC","Desulfovibrionales",0,0
"1767","X9P282R2Dm3",282,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Desulfovibrionales",0,0
"1768","X9P283R2D7",283,"Fecal","7","INF_OralOTC","7_INF_OralOTC","Desulfovibrionales",0.00154083204930663,0.0154083204930663
"1769","X9P283R2Dm3",283,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Desulfovibrionales",0.00231660231660232,0.0115830115830116
"1770","X9P284R2D0",284,"Fecal or Fecal swab","0","INF_OralOTC","0_INF_OralOTC","Desulfovibrionales",0.00307929176289453,0.0615858352578907
"1771","X9P284R2D7",284,"Fecal","7","INF_OralOTC","7_INF_OralOTC","Desulfovibrionales",0,0
"1772","X9P284R2Dm3",284,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Desulfovibrionales",0.00308641975308642,0.0154320987654321
"1773","X9P285R2D7",285,"Fecal","7","INF_OralOTC","7_INF_OralOTC","Desulfovibrionales",0.000769822940723634,0.00769822940723633
"1774","X9P285R2Dm3",285,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Desulfovibrionales",0,0
"1775","X9P286R3D0",286,"Fecal or Fecal swab","0","INF_InjOTC","0_INF_InjOTC","Desulfovibrionales",0.0023130300693909,0.0177925389953146
"1776","X9P286R3Dm3",286,"Fecal Swab","-3","INF_InjOTC","-3_INF_InjOTC","Desulfovibrionales",0.0015420200462606,0.00963762528912876
"1777","X9P287R3Dm3",287,"Fecal Swab","-3","INF_InjOTC","-3_INF_InjOTC","Desulfovibrionales",0.0101167315175097,0.0632295719844358
"1778","X9P288R3Dm3",288,"Fecal Swab","-3","INF_InjOTC","-3_INF_InjOTC","Desulfovibrionales",0.00771010023130301,0.0481881264456438
"1779","X9P289R3Dm3",289,"Fecal Swab","-3","INF_InjOTC","-3_INF_InjOTC","Desulfovibrionales",0.00848765432098765,0.0530478395061728
"1780","X9P290R3D0",290,"Fecal or Fecal swab","0","INF_InjOTC","0_INF_InjOTC","Desulfovibrionales",0.00309119010819165,0.0237783854476281
"1781","X9P290R3Dm3",290,"Fecal Swab","-3","INF_InjOTC","-3_INF_InjOTC","Desulfovibrionales",0.00232919254658385,0.0145574534161491
"1782","X9P291R3D0",291,"Fecal or Fecal swab","0","INF_InjOTC","0_INF_InjOTC","Desulfovibrionales",0.0030840400925212,0.0237233853270862
"1783","X9P291R3D7",291,"Fecal","7","INF_InjOTC","7_INF_InjOTC","Desulfovibrionales",0.00154083204930663,0.0154083204930663
"1784","X9P292R3D7",292,"Fecal","7","INF_InjOTC","7_INF_InjOTC","Desulfovibrionales",0.00618238021638331,0.0618238021638331
"1785","X9P292R3Dm3",292,"Fecal Swab","-3","INF_InjOTC","-3_INF_InjOTC","Desulfovibrionales",0.00775193798449612,0.0484496124031008
"1786","X9P293R3D0",293,"Fecal or Fecal swab","0","INF_InjOTC","0_INF_InjOTC","Desulfovibrionales",0,0
"1787","X9P293R3D7",293,"Fecal","7","INF_InjOTC","7_INF_InjOTC","Desulfovibrionales",0.00231660231660232,0.0231660231660232
"1788","X9P293R3Dm3",293,"Fecal Swab","-3","INF_InjOTC","-3_INF_InjOTC","Desulfovibrionales",0.00153846153846154,0.00961538461538462
"1789","X9P294R3D7",294,"Fecal","7","INF_InjOTC","7_INF_InjOTC","Desulfovibrionales",0.00232018561484919,0.0232018561484919
"1790","X9P294R3Dm3",294,"Fecal Swab","-3","INF_InjOTC","-3_INF_InjOTC","Desulfovibrionales",0.00231124807395994,0.0144453004622496
"1791","X9P295R3D0",295,"Fecal or Fecal swab","0","INF_InjOTC","0_INF_InjOTC","Desulfovibrionales",0,0
"1792","X9P295R3D7",295,"Fecal","7","INF_InjOTC","7_INF_InjOTC","Desulfovibrionales",0.00386100386100386,0.0386100386100386
"1793","X9P295R3Dm3",295,"Fecal Swab","-3","INF_InjOTC","-3_INF_InjOTC","Desulfovibrionales",0.000769822940723634,0.00481139337952271
"1794","X9P296R3D0",296,"Fecal or Fecal swab","0","INF_InjOTC","0_INF_InjOTC","Desulfovibrionales",0,0
"1795","X9P296R3Dm3",296,"Fecal Swab","-3","INF_InjOTC","-3_INF_InjOTC","Desulfovibrionales",0.000771010023130301,0.00481881264456438
"1796","X9P297R3D0",297,"Fecal or Fecal swab","0","INF_InjOTC","0_INF_InjOTC","Desulfovibrionales",0.00154083204930663,0.0118525542254356
"1797","X9P299R3D0",299,"Fecal or Fecal swab","0","INF_InjOTC","0_INF_InjOTC","Desulfovibrionales",0.00154320987654321,0.0118708452041785
"1798","X9P299R3Dm3",299,"Fecal Swab","-3","INF_InjOTC","-3_INF_InjOTC","Desulfovibrionales",0.0023130300693909,0.0144564379336931
"1799","X9P300R3D0",300,"Fecal or Fecal swab","0","INF_InjOTC","0_INF_InjOTC","Desulfovibrionales",0,0
"1800","X9P300R3Dm3",300,"Fecal Swab","-3","INF_InjOTC","-3_INF_InjOTC","Desulfovibrionales",0.00385802469135802,0.0241126543209877
"1801","X9P301R3D0",301,"Fecal or Fecal swab","0","INF_InjOTC","0_INF_InjOTC","Desulfovibrionales",0,0
"1802","X9P301R3D7",301,"Fecal","7","INF_InjOTC","7_INF_InjOTC","Desulfovibrionales",0.00539291217257319,0.0539291217257319
"1803","X9P301R3Dm3",301,"Fecal Swab","-3","INF_InjOTC","-3_INF_InjOTC","Desulfovibrionales",0.000770416024653313,0.00481510015408321
"1804","X9P302R3D0",302,"Fecal or Fecal swab","0","INF_InjOTC","0_INF_InjOTC","Desulfovibrionales",0.000774593338497289,0.00595841029613299
"1805","X9P302R3D7",302,"Fecal","7","INF_InjOTC","7_INF_InjOTC","Desulfovibrionales",0.00386996904024768,0.0386996904024768
"1806","X9P302R3Dm3",302,"Fecal Swab","-3","INF_InjOTC","-3_INF_InjOTC","Desulfovibrionales",0.0139426800929512,0.087141750580945
"1807","X9P303R3D7",303,"Fecal","7","INF_InjOTC","7_INF_InjOTC","Desulfovibrionales",0.00693909020817271,0.0693909020817271
"1808","X9P304R3D0",304,"Fecal or Fecal swab","0","INF_InjOTC","0_INF_InjOTC","Desulfovibrionales",0.00230769230769231,0.0177514792899408
"1809","X9P304R3D7",304,"Fecal","7","INF_InjOTC","7_INF_InjOTC","Desulfovibrionales",0.00385208012326656,0.0385208012326656
"1810","X9P304R3Dm3",304,"Fecal Swab","-3","INF_InjOTC","-3_INF_InjOTC","Desulfovibrionales",0.00154083204930663,0.00963020030816641
"1811","X9P305R3D0",305,"Fecal or Fecal swab","0","INF_InjOTC","0_INF_InjOTC","Desulfovibrionales",0.000769230769230769,0.00591715976331361
"1812","X9P305R3D7",305,"Fecal","7","INF_InjOTC","7_INF_InjOTC","Desulfovibrionales",0.00154083204930663,0.0154083204930663
"1813","X9P305R3Dm3",305,"Fecal Swab","-3","INF_InjOTC","-3_INF_InjOTC","Desulfovibrionales",0.00154083204930663,0.00963020030816641
"1814","X9P306R4Dm3",306,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Desulfovibrionales",0.0100697134004648,0.0629357087529047
"1815","X9P307R4Dm3",307,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Desulfovibrionales",0.00855365474339036,0.0534603421461897
"1816","X9P308R4D0",308,"Fecal or Fecal swab","0","INF_NoTRMT","0_INF_NoTRMT","Desulfovibrionales",0,0
"1817","X9P308R4Dm3",308,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Desulfovibrionales",0.0123743232791957,0.0773395204949729
"1818","X9P309R4D0",309,"Fecal or Fecal swab","0","INF_NoTRMT","0_INF_NoTRMT","Desulfovibrionales",0,0
"1819","X9P310R4D0",310,"Fecal or Fecal swab","0","INF_NoTRMT","0_INF_NoTRMT","Desulfovibrionales",0.00462249614791988,0.0660356592559982
"1820","X9P310R4Dm3",310,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Desulfovibrionales",0.00154440154440154,0.00965250965250965
"1821","X9P311R4D7",311,"Fecal","7","INF_NoTRMT","7_INF_NoTRMT","Desulfovibrionales",0.000782472613458529,0.00782472613458529
"1822","X9P311R4Dm3",311,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Desulfovibrionales",0.00621600621600622,0.0388500388500388
"1823","X9P312R4D7",312,"Fecal","7","INF_NoTRMT","7_INF_NoTRMT","Desulfovibrionales",0.00308880308880309,0.0308880308880309
"1824","X9P312R4Dm3",312,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Desulfovibrionales",0.000773395204949729,0.00483372003093581
"1825","X9P313R4D7",313,"Fecal","7","INF_NoTRMT","7_INF_NoTRMT","Desulfovibrionales",0,0
"1826","X9P313R4Dm3",313,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Desulfovibrionales",0.000772797527047913,0.00482998454404946
"1827","X9P314R4D7",314,"Fecal","7","INF_NoTRMT","7_INF_NoTRMT","Desulfovibrionales",0.00154320987654321,0.0154320987654321
"1828","X9P315R4D7",315,"Fecal","7","INF_NoTRMT","7_INF_NoTRMT","Desulfovibrionales",0.000769230769230769,0.00769230769230769
"1829","X9P316R4Dm3",316,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Desulfovibrionales",0.00617760617760618,0.0386100386100386
"1830","X9P317R4D0",317,"Fecal or Fecal swab","0","INF_NoTRMT","0_INF_NoTRMT","Desulfovibrionales",0.00154083204930663,0.0220118864186661
"1831","X9P317R4Dm3",317,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Desulfovibrionales",0.0015420200462606,0.00963762528912876
"1832","X9P319R4Dm3",319,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Desulfovibrionales",0.00619195046439629,0.0386996904024768
"1833","X9P320R4D0",320,"Fecal or Fecal swab","0","INF_NoTRMT","0_INF_NoTRMT","Desulfovibrionales",0,0
"1834","X9P320R4Dm3",320,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Desulfovibrionales",0.000771010023130301,0.00481881264456438
"1835","X9P321R4D7",321,"Fecal","7","INF_NoTRMT","7_INF_NoTRMT","Desulfovibrionales",0.00154440154440154,0.0154440154440154
"1836","X9P321R4Dm3",321,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Desulfovibrionales",0.00777000777000777,0.0485625485625486
"1837","X9P322R4D0",322,"Fecal or Fecal swab","0","INF_NoTRMT","0_INF_NoTRMT","Desulfovibrionales",0,0
"1838","X9P322R4D7",322,"Fecal","7","INF_NoTRMT","7_INF_NoTRMT","Desulfovibrionales",0.000770416024653313,0.00770416024653313
"1839","X9P322R4Dm3",322,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Desulfovibrionales",0.00309597523219814,0.0193498452012384
"1840","X9P323R4D7",323,"Fecal","7","INF_NoTRMT","7_INF_NoTRMT","Desulfovibrionales",0.000773395204949729,0.00773395204949729
"1841","X9P323R4Dm3",323,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Desulfovibrionales",0.0100463678516229,0.062789799072643
"1842","X9P324R4D0",324,"Fecal or Fecal swab","0","INF_NoTRMT","0_INF_NoTRMT","Desulfovibrionales",0.00155159038013964,0.0221655768591378
"1843","X9P324R4D7",324,"Fecal","7","INF_NoTRMT","7_INF_NoTRMT","Desulfovibrionales",0.00154798761609907,0.0154798761609907
"1844","X9P324R4Dm3",324,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Desulfovibrionales",0.00309597523219814,0.0193498452012384
"1845","X9P325R4D7",325,"Fecal","7","INF_NoTRMT","7_INF_NoTRMT","Desulfovibrionales",0.00311284046692607,0.0311284046692607
"1846","X9P325R4Dm3",325,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Desulfovibrionales",0.00233826968043648,0.014614185502728
"1847","X9P246R1Dm3",246,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Gammaproteobacteria_unclassified",0,0
"1848","X9P247R1Dm3",247,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Gammaproteobacteria_unclassified",0,0
"1849","X9P248R1Dm3",248,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Gammaproteobacteria_unclassified",0,0
"1850","X9P249R1Dm3",249,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Gammaproteobacteria_unclassified",0,0
"1851","X9P250R1D0",250,"Fecal or Fecal swab","0","NONINF_NoTRMT","0_NONINF_NoTRMT","Gammaproteobacteria_unclassified",0.00384615384615385,0.0427350427350427
"1852","X9P250R1Dm3",250,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Gammaproteobacteria_unclassified",0.00154679040989946,0.00859328005499699
"1853","X9P251R1D7",251,"Fecal","7","NONINF_NoTRMT","7_NONINF_NoTRMT","Gammaproteobacteria_unclassified",0.00309358081979892,0.0386697602474865
"1854","X9P251R1Dm3",251,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Gammaproteobacteria_unclassified",0,0
"1855","X9P252R1Dm3",252,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Gammaproteobacteria_unclassified",0,0
"1856","X9P253R1D7",253,"Fecal","7","NONINF_NoTRMT","7_NONINF_NoTRMT","Gammaproteobacteria_unclassified",0,0
"1857","X9P253R1Dm3",253,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Gammaproteobacteria_unclassified",0.00232378001549187,0.0129098889749548
"1858","X9P254R1Dm3",254,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Gammaproteobacteria_unclassified",0,0
"1859","X9P255R1D0",255,"Fecal or Fecal swab","0","NONINF_NoTRMT","0_NONINF_NoTRMT","Gammaproteobacteria_unclassified",0,0
"1860","X9P255R1D7",255,"Fecal","7","NONINF_NoTRMT","7_NONINF_NoTRMT","Gammaproteobacteria_unclassified",0,0
"1861","X9P255R1Dm3",255,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Gammaproteobacteria_unclassified",0,0
"1862","X9P257R1D0",257,"Fecal or Fecal swab","0","NONINF_NoTRMT","0_NONINF_NoTRMT","Gammaproteobacteria_unclassified",0,0
"1863","X9P257R1Dm3",257,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Gammaproteobacteria_unclassified",0,0
"1864","X9P258R1D0",258,"Fecal or Fecal swab","0","NONINF_NoTRMT","0_NONINF_NoTRMT","Gammaproteobacteria_unclassified",0,0
"1865","X9P258R1Dm3",258,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Gammaproteobacteria_unclassified",0,0
"1866","X9P259R1D0",259,"Fecal or Fecal swab","0","NONINF_NoTRMT","0_NONINF_NoTRMT","Gammaproteobacteria_unclassified",0,0
"1867","X9P259R1Dm3",259,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Gammaproteobacteria_unclassified",0.00615858352578907,0.0342143529210504
"1868","X9P261R1D0",261,"Fecal or Fecal swab","0","NONINF_NoTRMT","0_NONINF_NoTRMT","Gammaproteobacteria_unclassified",0,0
"1869","X9P261R1D7",261,"Fecal","7","NONINF_NoTRMT","7_NONINF_NoTRMT","Gammaproteobacteria_unclassified",0,0
"1870","X9P261R1Dm3",261,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Gammaproteobacteria_unclassified",0.0900692840646651,0.500384911470362
"1871","X9P262R1D7",262,"Fecal","7","NONINF_NoTRMT","7_NONINF_NoTRMT","Gammaproteobacteria_unclassified",0,0
